User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class,Location Type,Location,Nama,Email,Handphone,Login Hour,Year Birth,Digital Interest,Address
109,Xiaomi Mi 11,Android,187,5.5,1754,55,711,50,Female,3,Transportation,Koridor 13 Halte Tegal Mampang,Soleh Samosir,solehsamosir109@protonmail.com,085712316711,5,1974,news,"Gang BKR No. 917, Jakarta Barat, 32751"
110,OnePlus 9,Android,216,6.0,1641,41,889,39,Female,3,Compound Space,Mall Taman Palem,"Kasusra Latupono, S.Kom",kasusralatuponos.kom110@gmail.com,081506415457,20,1985,news,"Gg. Kutisari Selatan No. 9, Bogor, 08263"
111,OnePlus 9,Android,95,3.8,718,26,459,41,Female,2,Cafe,Kataloji Coffee & Eatery,"Yunita Putra, S.Pd",yunitaputras.pd111@gmail.com,085612836801,17,1983,streaming video,"Jalan KH Amin Jasuta No. 044, Jakarta Selatan, 73679"
112,Xiaomi Mi 11,Android,488,8.6,2447,84,2344,19,Male,5,Cafe,Kopi Bojo Plaza Kuningan,"R.A. Ophelia Suwarno, S.Farm",r.a.opheliasuwarnos.farm112@outlook.com,083128692469,14,2005,other,"Gg. KH Amin Jasuta No. 0, Jakarta Barat, 32500"
113,Google Pixel 5,Android,295,5.1,1483,45,748,27,Female,3,Cafe,Los Medellin,"Dr. Cinta Utama, M.TI.",dr.cintautamam.ti.113@gmail.com,085315518148,6,1997,news,"Jalan Sadang Serang No. 6, Bekasi, 53159"
114,Samsung Galaxy S21,Android,136,3.2,818,33,404,42,Male,2,Office,MTM Representative Office,Pangestu Nashiruddin,pangestunashiruddin114@gmail.com,081131885489,11,1982,streaming video,"Jl. BKR No. 5, Jakarta Utara, 05442"
115,Xiaomi Mi 11,Android,471,7.9,2156,76,1324,54,Female,4,Cafe,Warung Fotkop,Drs. Hardana Siregar,drs.hardanasiregar115@outlook.com,088853947676,21,1970,e-commerce,"Jl. Peta No. 819, Jakarta Pusat, 81481"
116,iPhone 12,iOS,121,3.2,651,34,596,39,Male,2,Restaurant,Sambal Setan,Adikara Sitorus,adikarasitorus116@gmail.com,088896227677,2,1985,streaming video,"Jl. HOS. Cokroaminoto No. 15, Tangerang Selatan, 61397"
117,iPhone 12,iOS,75,1.2,409,13,281,18,Male,1,Transportation,Koridor 01 Halte Mangga Besar,"dr. Cakrajiya Suryono, M.TI.",dr.cakrajiyasuryonom.ti.117@gmail.com,088843904648,8,2006,sosmed,"Gang Rajiman No. 1, Jakarta Pusat, 29013"
118,iPhone 12,iOS,220,5.2,1631,49,909,27,Female,3,Restaurant,Warung Tekko Artha Gading,"R. Oni Haryanto, S.E.",r.oniharyantos.e.118@gmail.com,088811239076,0,1997,news,"Jalan Kutai No. 6, Bogor, 23795"
119,Samsung Galaxy S21,Android,82,1.6,590,13,124,28,Female,1,Restaurant,Warung Tekko Pluit Village,Drs. Putri Firgantoro,drs.putrifirgantoro119@gmail.com,081462120563,14,1996,sosmed,"Jalan Abdul Muis No. 0, Jakarta Timur, 64344"
120,Google Pixel 5,Android,97,2.7,1018,37,428,41,Male,2,Restaurant,Warung Tekko Artha Gading,Saka Setiawan,sakasetiawan120@yahoo.com,083343344290,4,1983,streaming video,"Jl. Ciumbuleuit No. 95, Tangerang, 23623"
121,Samsung Galaxy S21,Android,388,6.6,2085,71,1150,45,Female,4,Compound Space,Mall Taman Palem,Padmi Irawan,padmiirawan121@gmail.com,081732945094,1,1979,e-commerce,"Jl. Raya Ujungberung No. 674, Tangerang, 38363"
122,OnePlus 9,Android,529,8.7,2484,89,2189,39,Female,5,Restaurant,Warung Tekko Kramat Jati,Sutan Luhung Handayani,sutanluhunghandayani122@gmail.com,082170434155,3,1985,other,"Jl. Sadang Serang No. 011, Bogor, 62389"
123,Google Pixel 5,Android,584,10.0,2541,99,2391,49,Female,5,Cafe,Warung Fotkop,Laila Gunawan,lailagunawan123@gmail.com,085529559722,23,1975,other,"Gg. Cempaka No. 6, Tangerang, 46374"
124,Google Pixel 5,Android,529,8.1,2686,96,1924,35,Male,5,Compound Space,Mall Taman Palem,"Silvia Natsir, S.E.",silvianatsirs.e.124@gmail.com,081952394156,7,1989,other,"Gang Sentot Alibasa No. 99, Tangerang, 78253"
125,Google Pixel 5,Android,227,5.1,1702,57,714,21,Male,3,Restaurant,Warung Tekko Artha Gading,"Puti Najwa Rahimah, M.Farm",putinajwarahimahm.farm125@yahoo.com,081292997995,0,2003,news,"Gang M.T Haryono No. 44, Tangerang, 34241"
126,Samsung Galaxy S21,Android,535,11.8,2858,99,2378,50,Male,5,Cafe,Kopi Takua,"Sari Salahudin, S.E.",sarisalahudins.e.126@mail.com,083342557462,22,1974,other,"Gg. W.R. Supratman No. 9, Bogor, 71626"
127,iPhone 12,iOS,332,7.4,2149,68,1321,20,Female,4,Office,Kantor PC 24,Yoga Saefullah,yogasaefullah127@outlook.com,083193956470,23,2004,e-commerce,"Gang Moch. Ramdan No. 087, Bekasi, 01057"
128,Google Pixel 5,Android,252,4.2,1439,45,667,50,Female,3,Restaurant,Warung Tekko Daan Mogot,Banara Kuswoyo,banarakuswoyo128@gmail.com,089628818677,13,1974,news,"Jalan Pasirkoja No. 5, Jakarta Barat, 11172"
129,Xiaomi Mi 11,Android,125,2.5,678,34,465,31,Male,2,Compound Space,JEC Kedoya,H. Kawaca Rahayu,h.kawacarahayu129@outlook.com,081791276553,22,1993,streaming video,"Jl. Ir. H. Djuanda No. 8, Jakarta Selatan, 52420"
130,Xiaomi Mi 11,Android,97,3.3,751,39,412,36,Female,2,Restaurant,Ramen Ya! Gandaria City,Mala Sitorus,malasitorus130@aol.com,088802598116,11,1988,streaming video,"Gang Gardujati No. 385, Jakarta Pusat, 63546"
131,Google Pixel 5,Android,540,10.8,2923,90,1886,40,Male,5,Office,Conclave Arteri,"Sutan Kemba Marbun, M.TI.",sutankembamarbunm.ti.131@gmail.com,083851790802,1,1984,other,"Gg. H.J Maemunah No. 590, Bogor, 81522"
132,Xiaomi Mi 11,Android,320,7.2,2056,69,1226,52,Female,4,Cafe,Pard Coffee,Jabal Irawan,jabalirawan132@yahoo.com,081187157744,4,1972,e-commerce,"Gang Cikutra Timur No. 27, Tangerang, 65796"
133,Google Pixel 5,Android,176,3.6,1193,30,458,40,Female,2,Restaurant,Kintaro Sushi PIK,Dt. Edison Dabukke,dt.edisondabukke133@gmail.com,085673809397,12,1984,streaming video,"Gang Gedebage Selatan No. 927, Depok, 27861"
134,Samsung Galaxy S21,Android,79,1.0,313,18,139,42,Male,1,Cafe,Tempat Kita Coffee,Vivi Tamba,vivitamba134@outlook.com,088940927974,0,1982,sosmed,"Jalan Abdul Muis No. 900, Jakarta Timur, 64956"
135,Xiaomi Mi 11,Android,83,1.6,303,19,285,51,Male,1,Cafe,Bukan Ruang,Ina Nasyidah,inanasyidah135@aol.com,088827311904,19,1973,sosmed,"Gg. Gedebage Selatan No. 73, Jakarta Utara, 07040"
136,iPhone 12,iOS,555,11.3,2528,90,1856,55,Female,5,Cafe,60 Common House,Siska Wastuti,siskawastuti136@gmail.com,088317886976,4,1969,other,"Gg. Jend. Sudirman No. 691, Jakarta Timur, 33584"
137,Samsung Galaxy S21,Android,66,1.7,375,16,216,39,Male,1,Compound Space,JEC Kedoya,Murti Utama,murtiutama137@gmail.com,085857305879,9,1985,sosmed,"Jalan Cikutra Barat No. 25, Jakarta Utara, 77982"
138,Xiaomi Mi 11,Android,237,4.5,1368,42,868,24,Female,3,Office,Graha Aruna,Aswani Permata,aswanipermata138@yahoo.com,088501512697,18,2000,news,"Jl. Cikapayang No. 42, Jakarta Barat, 76355"
139,Samsung Galaxy S21,Android,497,9.7,2876,94,2076,18,Male,5,Restaurant,Satoru,"Vera Nugroho, S.E.",veranugrohos.e.139@gmail.com,088768449654,24,2006,other,"Gg. Pacuan Kuda No. 6, Bogor, 09818"
140,Google Pixel 5,Android,516,11.1,2429,91,1796,53,Male,5,Office,Conclave Arteri,Manah Hidayanto,manahhidayanto140@gmail.com,081849781581,15,1971,other,"Jl. Jakarta No. 44, Jakarta Timur, 51126"
141,Xiaomi Mi 11,Android,219,5.2,1510,42,655,50,Female,3,Cafe,Monarki Coffee Rawamangun,"Maida Andriani, S.Gz",maidaandrianis.gz141@gmail.com,089955858063,22,1974,news,"Jl. Pelajar Pejuang No. 80, Jakarta Timur, 82645"
142,Google Pixel 5,Android,448,6.3,2044,71,1337,51,Male,4,Cafe,Pard Coffee,Luhung Pratama,luhungpratama142@outlook.com,081849231332,8,1973,e-commerce,"Jalan Jayawijaya No. 66, Tangerang, 12468"
143,iPhone 12,iOS,156,2.2,896,37,429,57,Female,2,Cafe,Kedai Sinau,Puput Purwanti,puputpurwanti143@aol.com,081586233709,21,1967,streaming video,"Jl. Sentot Alibasa No. 01, Jakarta Utara, 33969"
144,Samsung Galaxy S21,Android,68,1.1,528,12,201,29,Male,1,Office,Gedung Cyber,"drg. Bakiman Suwarno, M.M.",drg.bakimansuwarnom.m.144@gmail.com,088893542746,13,1995,sosmed,"Jalan S. Parman No. 4, Depok, 01208"
145,iPhone 12,iOS,524,11.2,2417,90,2069,29,Female,5,Office,Kantor PC 24,"Zamira Wijayanti, M.TI.",zamirawijayantim.ti.145@gmail.com,082245482353,18,1995,other,"Gg. Laswi No. 63, Jakarta Barat, 30261"
146,iPhone 12,iOS,188,5.3,1281,45,974,35,Male,3,Restaurant,Sambal Setan,Julia Jailani,juliajailani146@outlook.com,082102638183,8,1989,news,"Gang Pacuan Kuda No. 6, Depok, 86322"
147,Samsung Galaxy S21,Android,443,7.4,2289,73,1026,33,Male,4,Restaurant,Warung Tekko Kramat Jati,Fitriani Maryadi,fitrianimaryadi147@gmail.com,083260379687,15,1991,e-commerce,"Gang Tebet Barat Dalam No. 4, Tangerang, 93408"
148,Xiaomi Mi 11,Android,52,1.6,385,19,234,24,Male,1,Restaurant,Ramen Ya! Kota Kasablanka Lt.UG,Hj. Devi Firmansyah,hj.devifirmansyah148@gmail.com,081790851575,4,2000,sosmed,"Jalan Ciwastra No. 38, Jakarta Utara, 21387"
149,OnePlus 9,Android,228,4.2,1677,58,823,56,Male,3,Restaurant,Warung Tekko Kemang,"dr. Fitria Wijayanti, S.Kom",dr.fitriawijayantis.kom149@gmail.com,089950096221,8,1968,news,"Jalan Ahmad Yani No. 57, Jakarta Barat, 12550"
150,Google Pixel 5,Android,149,3.7,873,34,459,51,Male,2,Restaurant,Warung Tekko Artha Gading,Darmanto Siregar,darmantosiregar150@gmail.com,081878675852,16,1973,streaming video,"Gang Moch. Ramdan No. 6, Bekasi, 76614"
151,iPhone 12,iOS,523,9.4,2583,92,1539,21,Male,5,Cafe,Dua Coffee @ Tebet,Bancar Habibi,bancarhabibi151@outlook.com,085197712824,19,2003,other,"Jl. Cikutra Timur No. 9, Jakarta Utara, 55950"
152,Samsung Galaxy S21,Android,42,1.6,315,19,207,52,Female,1,Restaurant,Warung Tekko Daan Mogot,Upik Aryani,upikaryani152@aol.com,088113606510,19,1972,sosmed,"Jl. M.T Haryono No. 300, Bogor, 79626"
153,Google Pixel 5,Android,120,2.0,741,38,396,56,Female,2,Transportation,Halte CSW - Asean - Kejaksaan Agung,Ir. Lulut Waluyo,ir.lulutwaluyo153@gmail.com,085290928775,21,1968,streaming video,"Gg. H.J Maemunah No. 4, Depok, 01377"
154,OnePlus 9,Android,329,7.5,2277,72,1185,27,Female,4,Restaurant,Warung Tekko Kramat Jati,"Enteng Suryatmi, S.Psi",entengsuryatmis.psi154@yahoo.com,088237770394,21,1997,e-commerce,"Gg. Sukajadi No. 450, Bekasi, 73465"
155,Xiaomi Mi 11,Android,68,1.5,364,10,102,31,Female,1,Cafe,Tujuhari Coffee,"Purwadi Rahimah, M.Pd",purwadirahimahm.pd155@mail.com,081672085193,20,1993,sosmed,"Gg. Soekarno Hatta No. 6, Jakarta Selatan, 23671"
156,Xiaomi Mi 11,Android,158,3.4,893,36,493,32,Male,2,Cafe,Pard Coffee,Galuh Habibi,galuhhabibi156@yahoo.com,081934739842,10,1992,streaming video,"Gang Jend. A. Yani No. 5, Jakarta Utara, 72020"
157,Xiaomi Mi 11,Android,86,1.7,439,19,136,54,Male,1,Cafe,Tempat Kita Coffee,Sabri Iswahyudi,sabriiswahyudi157@outlook.com,088498856996,23,1970,sosmed,"Gg. Gardujati No. 15, Tangerang, 10424"
158,Xiaomi Mi 11,Android,339,7.8,2102,71,1062,51,Male,4,Cafe,8TH Brew Coffee Shop,Dr. Karsa Kusmawati,dr.karsakusmawati158@gmail.com,082225103730,20,1973,e-commerce,"Jalan Cihampelas No. 9, Jakarta Utara, 36802"
159,Samsung Galaxy S21,Android,304,6.5,2375,79,1493,51,Male,4,Education Center,SMK AL Khairiyah 2,Raden Maulana,radenmaulana159@yahoo.com,081583038611,14,1973,e-commerce,"Gang Jamika No. 307, Tangerang, 82948"
160,Xiaomi Mi 11,Android,131,2.4,859,26,305,40,Male,2,Cafe,Kedai Sinau,Kuncara Tampubolon,kuncaratampubolon160@outlook.com,083140325255,1,1984,streaming video,"Jl. Raya Setiabudhi No. 82, Tangerang Selatan, 42914"
161,Samsung Galaxy S21,Android,64,1.6,540,19,262,35,Female,1,Office,Conclave Arteri,Cakrajiya Siregar,cakrajiyasiregar161@yahoo.com,082188814053,2,1989,sosmed,"Jl. S. Parman No. 821, Jakarta Selatan, 03160"
162,Xiaomi Mi 11,Android,53,1.9,526,15,112,42,Male,1,Cafe,Liberica Cilandak Town Square,"R. Cawisono Puspasari, S.Pd",r.cawisonopuspasaris.pd162@yahoo.com,085588394958,9,1982,sosmed,"Gang Astana Anyar No. 14, Jakarta Utara, 07173"
163,Google Pixel 5,Android,442,7.7,2067,69,1440,45,Male,4,Restaurant,Warung Tekko Artha Gading,"Dr. Farhunnisa Hutasoit, S.IP",dr.farhunnisahutasoits.ip163@gmail.com,081824907225,21,1979,e-commerce,"Jalan Jakarta No. 0, Tangerang, 83279"
164,iPhone 12,iOS,32,2.0,469,18,139,22,Male,1,Cafe,The Post Coffee and Eatery,Akarsana Safitri,akarsanasafitri164@yahoo.com,082390090613,6,2002,sosmed,"Jl. Ahmad Yani No. 83, Tangerang Selatan, 56631"
165,Xiaomi Mi 11,Android,278,4.8,1238,48,851,43,Female,3,Restaurant,Ramen Ya! Kota Kasablanka Lt.UG,Kacung Thamrin,kacungthamrin165@yahoo.com,085837599481,7,1981,news,"Jalan Rumah Sakit No. 858, Tangerang Selatan, 49902"
166,Xiaomi Mi 11,Android,540,8.4,2993,98,1540,49,Female,5,Cafe,Stay Kopi Kopia,Karimah Damanik,karimahdamanik166@gmail.com,081415693805,7,1975,other,"Jl. Kutai No. 5, Depok, 89813"
167,Google Pixel 5,Android,595,11.3,2968,88,2366,30,Male,5,Cafe,Los Medellin,Tina Dongoran,tinadongoran167@aol.com,083828392592,4,1994,other,"Gang S. Parman No. 47, Jakarta Timur, 67854"
168,Google Pixel 5,Android,35,1.5,467,10,158,58,Male,1,Cafe,Pard Coffee,Ade Simanjuntak,adesimanjuntak168@gmail.com,085104576072,7,1966,sosmed,"Gg. Kendalsari No. 6, Tangerang, 74670"
169,Google Pixel 5,Android,225,5.4,1370,44,791,55,Female,3,Cafe,The Post Coffee and Eatery,"T. Nardi Halimah, M.M.",t.nardihalimahm.m.169@aol.com,088761025425,18,1969,news,"Jalan Veteran No. 3, Bogor, 84566"
170,Google Pixel 5,Android,587,11.8,2431,90,1894,47,Male,5,Cafe,The Post Coffee and Eatery,"T. Aslijan Dongoran, S.Gz",t.aslijandongorans.gz170@outlook.com,081506450318,6,1977,other,"Jalan Kebonjati No. 868, Jakarta Timur, 98271"
171,Xiaomi Mi 11,Android,92,3.7,1124,27,524,44,Male,2,Transportation,Koridor 13 Halte Rawa Barat,Ajimat Melani,ajimatmelani171@outlook.com,083178098056,19,1980,streaming video,"Gang Dr. Djunjunan No. 0, Bogor, 96878"
172,Google Pixel 5,Android,46,1.1,487,17,208,23,Male,1,Restaurant,Sambalado,"Tgk. Lili Setiawan, M.M.",tgk.lilisetiawanm.m.172@yahoo.com,085536761384,17,2001,sosmed,"Jl. Pasteur No. 982, Jakarta Pusat, 45303"
173,OnePlus 9,Android,153,2.8,935,25,578,37,Female,2,Restaurant,Sliced Terogong,Tgk. Chelsea Yuniar,tgk.chelseayuniar173@outlook.com,085310174251,9,1987,streaming video,"Jalan Joyoboyo No. 57, Bogor, 91166"
174,iPhone 12,iOS,368,6.6,1817,72,1406,27,Female,4,Cafe,Dua Coffee @ Cipete,Zelaya Hidayanto,zelayahidayanto174@outlook.com,085296769030,0,1997,e-commerce,"Jalan Abdul Muis No. 53, Jakarta Utara, 45304"
175,Xiaomi Mi 11,Android,51,1.6,509,11,113,29,Female,1,Cafe,Tous les Jours Sency,Tirta Wijaya,tirtawijaya175@gmail.com,081192313633,12,1995,sosmed,"Gang Jend. Sudirman No. 728, Jakarta Timur, 16612"
176,Google Pixel 5,Android,279,5.2,1660,47,629,50,Female,3,Cafe,60 Common House,"Dt. Eka Budiman, M.TI.",dt.ekabudimanm.ti.176@gmail.com,089718162305,14,1974,news,"Jalan Ir. H. Djuanda No. 84, Jakarta Selatan, 88966"
177,Xiaomi Mi 11,Android,255,5.4,1738,42,826,21,Male,3,Cafe,Tujuhari Coffee,Puti Shania Ardianto,putishaniaardianto177@aol.com,082291921436,8,2003,news,"Jalan Dr. Djunjunan No. 789, Jakarta Utara, 38935"
178,Samsung Galaxy S21,Android,193,5.7,1471,51,972,31,Female,3,Restaurant,Warung Tekko Artha Gading,"dr. Tantri Jailani, M.Kom.",dr.tantrijailanim.kom.178@gmail.com,089690384428,2,1993,news,"Jalan PHH. Mustofa No. 877, Tangerang, 04316"
179,Xiaomi Mi 11,Android,207,5.7,1582,52,692,38,Male,3,Transportation,Koridor 01 Halte Harmoni,Ciaobella Sitorus,ciaobellasitorus179@gmail.com,088442217289,3,1986,news,"Gg. Dr. Djunjunan No. 768, Jakarta Timur, 08371"
180,iPhone 12,iOS,539,11.9,2853,83,2007,55,Male,5,Restaurant,Liberte Italian Cuisine,Dt. Oskar Budiman,dt.oskarbudiman180@outlook.com,081717821685,12,1969,other,"Jl. M.T Haryono No. 3, Tangerang, 44950"
181,OnePlus 9,Android,151,2.4,1124,38,571,33,Male,2,Restaurant,Sambal Setan,"Banara Pratiwi, S.Gz",banarapratiwis.gz181@aol.com,088618663679,1,1991,streaming video,"Gang Erlangga No. 729, Bogor, 49617"
182,Google Pixel 5,Android,474,6.4,2109,68,1079,24,Male,4,Restaurant,Warung Tekko Pluit Village,R.A. Mila Prayoga,r.a.milaprayoga182@gmail.com,088580978463,19,2000,e-commerce,"Jl. Rajiman No. 88, Tangerang, 83960"
183,iPhone 12,iOS,544,9.2,2936,83,2416,47,Female,5,Cafe,60 Common House,Kasiyah Purwanti,kasiyahpurwanti183@outlook.com,081385406089,9,1977,other,"Jl. Stasiun Wonokromo No. 000, Jakarta Pusat, 73697"
184,iPhone 12,iOS,73,1.2,308,15,275,39,Female,1,Cafe,Los Medellin,Nyana Nurdiyanti,nyananurdiyanti184@outlook.com,089578806727,6,1985,sosmed,"Jl. Dr. Djunjunan No. 799, Jakarta Barat, 47456"
185,Xiaomi Mi 11,Android,597,10.4,2984,91,1564,34,Female,5,Restaurant,Ramen Ten 10 Kramat Jati,"Puti Tina Haryanto, S.H.",putitinaharyantos.h.185@gmail.com,088730728503,10,1990,other,"Gang Rajawali Timur No. 008, Bekasi, 69179"
186,Google Pixel 5,Android,498,10.7,2738,94,1995,42,Male,5,Cafe,Tujuhari Coffee,"Tgk. Ratna Hartati, M.M.",tgk.ratnahartatim.m.186@gmail.com,082315843110,4,1982,other,"Jl. R.E Martadinata No. 9, Bekasi, 36819"
187,iPhone 12,iOS,402,7.8,2014,79,1088,34,Female,4,Education Center,SMK AL Khairiyah 2,Aurora Gunarto,auroragunarto187@yahoo.com,085939887464,8,1990,e-commerce,"Gang Waringin No. 202, Jakarta Timur, 51996"
188,OnePlus 9,Android,75,1.1,379,15,185,37,Male,1,Restaurant,Warung Tekko Kalibata,"KH. Viktor Yolanda, M.M.",kh.viktoryolandam.m.188@gmail.com,081801034371,16,1987,sosmed,"Gang Ahmad Dahlan No. 9, Jakarta Pusat, 70642"
189,iPhone 12,iOS,130,2.0,602,21,589,30,Female,2,Cafe,Kataloji Coffee & Eatery,Cemplunk Manullang,cemplunkmanullang189@outlook.com,088357425719,14,1994,streaming video,"Jl. Asia Afrika No. 08, Bekasi, 46713"
190,Samsung Galaxy S21,Android,42,1.1,402,11,265,32,Female,1,Cafe,Dekhad Gandaria,Drs. Sarah Pratama,drs.sarahpratama190@protonmail.com,083225324804,1,1992,sosmed,"Gg. Rungkut Industri No. 35, Jakarta Utara, 18554"
191,iPhone 12,iOS,134,2.2,917,23,423,23,Male,2,Cafe,Suasana Kopi Gandaria,Drs. Raden Suartini,drs.radensuartini191@gmail.com,085873650247,6,2001,streaming video,"Jalan Ahmad Yani No. 2, Jakarta Selatan, 80361"
192,Google Pixel 5,Android,79,1.9,477,13,161,24,Male,1,Cafe,60 Common House,R.A. Farah Permadi,r.a.farahpermadi192@yahoo.com,087816385054,21,2000,sosmed,"Gang Merdeka No. 03, Bekasi, 74162"
193,iPhone 12,iOS,432,7.2,1822,63,1127,59,Female,4,Transportation,Koridor 01 Halte Taman Sari,Azalea Mustofa,azaleamustofa193@gmail.com,088890769053,12,1965,e-commerce,"Jl. Ahmad Yani No. 8, Depok, 70115"
194,iPhone 12,iOS,262,4.1,1287,52,997,36,Male,3,Cafe,Dekhad Gandaria,Ratna Riyanti,ratnariyanti194@aol.com,081963479485,13,1988,news,"Jalan Kendalsari No. 6, Jakarta Timur, 43010"
195,Samsung Galaxy S21,Android,473,6.4,2109,79,1300,23,Female,4,Cafe,Kedai Inn Taman GBK,Uchita Sihotang,uchitasihotang195@aol.com,089801846948,20,2001,e-commerce,"Jl. Erlangga No. 63, Jakarta Utara, 37217"
196,Google Pixel 5,Android,202,4.7,1512,49,659,45,Female,3,Cafe,Los Medellin,Nilam Adriansyah,nilamadriansyah196@gmail.com,088821771457,11,1979,news,"Gg. Jend. Sudirman No. 5, Tangerang, 14869"
197,OnePlus 9,Android,215,4.4,1407,41,991,47,Male,3,Cafe,Kopitok Coffee Kemang,Rachel Lazuardi,rachellazuardi197@outlook.com,081952217840,11,1977,news,"Jalan PHH. Mustofa No. 037, Depok, 00192"
198,OnePlus 9,Android,151,3.7,1116,32,320,41,Female,2,Cafe,Bleu Coffee and Space,Unjani Napitupulu,unjaninapitupulu198@yahoo.com,081300159634,16,1983,streaming video,"Jalan Peta No. 4, Bekasi, 02897"
199,OnePlus 9,Android,80,1.6,549,14,197,19,Male,1,Cafe,Think Coffee Club,"Tgk. Vivi Maulana, M.Ak",tgk.vivimaulanam.ak199@outlook.com,081239706754,17,2005,sosmed,"Jalan Cempaka No. 409, Bekasi, 20468"
200,Xiaomi Mi 11,Android,126,2.8,971,32,431,35,Female,2,Office,MTM Representative Office,Ir. Uchita Nuraini,ir.uchitanuraini200@gmail.com,083813527034,3,1989,streaming video,"Gg. Cikutra Timur No. 27, Tangerang Selatan, 15767"
201,Samsung Galaxy S21,Android,495,8.9,2920,84,2252,31,Female,5,Cafe,Tous les Jours Sency,Asmuni Pradipta,asmunipradipta201@mail.com,081473443160,1,1993,other,"Gg. Gegerkalong Hilir No. 358, Tangerang Selatan, 36783"
202,iPhone 12,iOS,127,3.7,1153,35,314,37,Female,2,Transportation,Koridor 01 Halte Dukuh Atas,Elma Maryati,elmamaryati202@outlook.com,088966948716,15,1987,streaming video,"Jl. Pasteur No. 1, Jakarta Utara, 26860"
203,Xiaomi Mi 11,Android,88,1.3,327,11,262,22,Male,1,Cafe,Dua Coffee @ Tebet,Prayoga Mardhiyah,prayogamardhiyah203@outlook.com,081849297984,5,2002,sosmed,"Jalan Ahmad Dahlan No. 846, Jakarta Timur, 95805"
204,Google Pixel 5,Android,69,1.6,463,16,146,27,Male,1,Office,HTS Net,Lasmono Kurniawan,lasmonokurniawan204@outlook.com,085829520093,16,1997,sosmed,"Gang Peta No. 608, Jakarta Pusat, 29951"
205,OnePlus 9,Android,100,3.3,961,21,433,25,Male,2,Compound Space,Mall Taman Palem,Balamantri Kusmawati,balamantrikusmawati205@gmail.com,082372905227,16,1999,streaming video,"Gg. Abdul Muis No. 896, Jakarta Barat, 05476"
206,Xiaomi Mi 11,Android,301,6.5,2084,71,1421,29,Male,4,Education Center,SMK AL Khairiyah 2,Padma Saputra,padmasaputra206@gmail.com,081210567790,22,1995,e-commerce,"Gg. Rajawali Timur No. 3, Jakarta Utara, 15521"
207,Google Pixel 5,Android,78,1.7,455,15,207,37,Female,1,Restaurant,Satoru,Utama Halim,utamahalim207@yahoo.com,082223939550,3,1987,sosmed,"Jalan Kebonjati No. 86, Jakarta Barat, 78239"
208,Google Pixel 5,Android,163,3.1,620,21,419,23,Male,2,Office,HTS Net,Hilda Suryono,hildasuryono208@outlook.com,089810317318,5,2001,streaming video,"Gang Rumah Sakit No. 0, Tangerang Selatan, 37610"
209,OnePlus 9,Android,539,9.3,2606,92,1990,41,Male,5,Cafe,Ali Kopi Roastery Free Wifi,"KH. Gamblang Saragih, S.H.",kh.gamblangsaragihs.h.209@gmail.com,089707318237,7,1983,other,"Gg. Moch. Ramdan No. 6, Jakarta Pusat, 08914"
210,Google Pixel 5,Android,278,4.6,1385,47,823,40,Female,3,Compound Space,JEC Kedoya,Nurul Aryani,nurularyani210@gmail.com,085517468948,15,1984,news,"Jl. Setiabudhi No. 566, Jakarta Pusat, 45378"
211,Samsung Galaxy S21,Android,451,6.1,2108,76,1434,25,Female,4,Compound Space,Mall Taman Palem,"Atmaja Putra, S.Kom",atmajaputras.kom211@gmail.com,081555733230,22,1999,e-commerce,"Jalan Cihampelas No. 66, Tangerang, 21649"
212,Samsung Galaxy S21,Android,481,10.9,2752,86,2017,18,Male,5,Compound Space,Mall Taman Palem,Xanana Mandasari,xananamandasari212@gmail.com,088635555622,3,2006,other,"Gg. Kutisari Selatan No. 55, Jakarta Utara, 44974"
213,Samsung Galaxy S21,Android,133,3.4,714,38,445,25,Male,2,Cafe,Tous les Jours Sency,Zahra Yolanda,zahrayolanda213@gmail.com,088926419109,15,1999,streaming video,"Jalan Asia Afrika No. 330, Bogor, 67667"
214,Xiaomi Mi 11,Android,41,1.1,588,10,246,22,Male,1,Restaurant,Warung Tekko Kalibata,Eka Hasanah,ekahasanah214@gmail.com,085694825716,6,2002,sosmed,"Jalan S. Parman No. 73, Bekasi, 09622"
215,iPhone 12,iOS,152,3.3,1175,29,461,42,Female,2,Cafe,Dua Coffee @ Tebet,"Kawaca Wacana, S.Pt",kawacawacanas.pt215@aol.com,085382202157,8,1982,streaming video,"Gg. Otto Iskandardinata No. 69, Tangerang Selatan, 00599"
216,OnePlus 9,Android,553,8.4,2559,89,2471,51,Male,5,Cafe,Tempat Kita Coffee,Perkasa Megantara,perkasamegantara216@outlook.com,081162264146,0,1973,other,"Gang Laswi No. 3, Tangerang Selatan, 65181"
217,iPhone 12,iOS,402,6.9,2282,78,1397,40,Male,4,Transportation,Stasiun Boulevard Selatan,Gasti Purnawati,gastipurnawati217@aol.com,085310429641,18,1984,e-commerce,"Jalan Kutisari Selatan No. 44, Jakarta Utara, 15812"
218,OnePlus 9,Android,555,9.5,2855,95,1565,24,Male,5,Compound Space,Menara FIF - Kantin 2,Drs. Alika Laksmiwati,drs.alikalaksmiwati218@yahoo.com,085186190742,16,2000,other,"Gg. Surapati No. 7, Jakarta Timur, 86913"
